Timestamp,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,MagX,MagY,MagZ
0,0,0,0,25.27000046,4.340000153,-2.170000076,0,0,0
0,0,0,0,25.54999924,2.450000048,-0.34094,0,0,0
0,0,0,0,25.96999931,0.760809,0.4200000167,0,0,0
0,0,0,0,26.38999939,-1.610000014,1.120000005,0,0,0
0,0,0,0,27.2024,-3.360000134,1.960000038,0,0,0
0,0,0,0,28.48999977,-5.25,2.450000048,0,0,0
0,0,0,0,28.55999947,-7.630000114,3.360000134,0,0,0
0,0,0,0,28.06999969,-8.260000229,3.920000076,0,0,0
0,0,0,0,28.97999954,-9.239999771,3.84005,0,0,0
0,0,0,0,29.75,-9.659999847,3.84005,0,0,0
0,0,0,0,30.17000008,-10.35999966,3.920000076,0,0,0
0,0,0,0,32.75999832,0.1400000006,5.03062,0,0,0
0,0,0,0,32.61999893,2.170000076,5.25,0,0,0
0,0,0,0,33.11000061,4.130000114,4.96999979,0,0,0
0,0,0,0,31.98999977,5.80043,4.900000095,0,0,0
0,0,0,0,32.20000076,6.929999828,5.670000076,0,0,0
0,0,0,0,32.13000107,7.34005,6.300000191,0,0,0
0,0,0,0,31.56999969,7.490000248,6.57024,0,0,0
0,0,0,0,31.63999939,7.76081,6.230000019,0,0,0
0,0,0,0,30.38000107,6.230000019,6.78062,0,0,0
0,0,0,0,30.45000076,4.26081,6.929999828,0,0,0
0,0,0,0,30.17000008,2.00905,7.210000038,0,0,0
0,0,0,0,29.3062,0,7.28000021,0,0,0
0,0,0,0,28.84000015,-1.53062,7.840000153,0,0,0
0,0,0,0,28.35000038,-2.660000086,7.840000153,0,0,0
0,0,0,0,27.71999931,-3.430000067,7.980000019,0,0,0
0,0,0,0,27.71999931,-3.150000095,8.260000229,0,0,0
0,0,0,0,27.44000053,-3.360000134,8.32024,0,0,0
0,0,0,0,26.38999939,-3.56033,8.260000229,0,0,0
0,0,0,0,19.04000092,-10.2806,12.25,0,0,0
0,0,0,0,19.11000061,-10.14999962,13.36999989,0,0,0
0,0,0,0,19.11000061,-11.34000015,13.85999966,0,0,0
0,0,0,0,18.34000015,-13.30000019,14.48999977,0,0,0
0,0,0,0,18.05999947,-15.11999989,14.84000015,0,0,0
0,0,0,0,18.20000076,-16.65999985,15.60999966,0,0,0
0,0,0,0,18.34000015,-18.8062,16.37999916,0,0,0
0,0,0,0,18.62000084,-21.77000046,17.29000092,0,0,0
0,0,0,0,18.69000053,-24.21999931,17.36000061,0,0,0
0,0,0,0,19.67000008,-27.64999962,17.56999969,0,0,0
0,0,0,0,19.67000008,-31.29000092,17.98999977,0,0,0
0,0,0,0,19.73999977,-33.95000076,17.85000038,0,0,0
0,0,0,0,19.87999916,-37.45000076,18.12999916,0,0,0
0,0,0,0,21,-40.31999969,18.20000076,0,0,0
0,0,0,0,20.79000092,-42.84000015,18.54999924,0,0,0
0,0,0,0,21.70000076,-46.40999985,18.69000053,0,0,0
0,0,0,0,22.68000031,-49.42000198,18.69000053,0,0,0
0,0,0,0,23.59000015,-52.77999878,18.8202,0,0,0
0,0,0,0,24.63999939,-55.79000092,19.31999969,0,0,0
0,0,0,0,26.25,-59.56999969,19.67000008,0,0,0
0,0,0,0,26.53000069,-61.31999969,19.73999977,0,0,0
0,0,0,0,27.86000061,-64.26000214,19.95000076,0,0,0
0,0,0,0,29.75,-66.22000122,20.71999931,0,0,0
0,0,0,0,30.65999985,-66.91999817,21.06999969,0,0,0
0,0,0,0,32.27000046,-68.18000031,21.06999969,0,0,0
0,0,0,0,33.18000031,-68.45999908,21.13999939,0,0,0
0,0,0,0,34.43999863,-69.01999664,21.35000038,0,0,0
0,0,0,0,35.63000107,-68.80999756,21.84000015,0,0,0
